classification,direction,item_id,none_changed,none_followed_sender,none_post_answer,none_post_correct,other_latentmas_changed,other_latentmas_followed_sender,other_latentmas_post_answer,other_latentmas_post_correct,other_statebridge_changed,other_statebridge_followed_sender,other_statebridge_post_answer,other_statebridge_post_correct,other_text_changed,other_text_followed_sender,other_text_post_answer,other_text_post_correct,receiver_pre_answer,receiver_pre_correct,self_latentmas_changed,self_latentmas_followed_sender,self_latentmas_post_answer,self_latentmas_post_correct,self_statebridge_changed,self_statebridge_followed_sender,self_statebridge_post_answer,self_statebridge_post_correct,self_text_changed,self_text_followed_sender,self_text_post_answer,self_text_post_correct,sender_correct,sender_pre_answer,true_latentmas_changed,true_latentmas_followed_sender,true_latentmas_post_answer,true_latentmas_post_correct,true_statebridge_changed,true_statebridge_followed_sender,true_statebridge_post_answer,true_statebridge_post_correct,true_text_changed,true_text_followed_sender,true_text_post_answer,true_text_post_correct
both_correct,A_to_B,64,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,64,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_wrong,A_to_B,65,False,True,c,False,False,True,c,False,False,True,c,False,False,True,c,False,c,False,False,True,c,False,False,True,c,False,False,True,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,B_to_A,65,False,True,c,False,False,True,c,False,False,True,c,False,False,True,c,False,c,False,False,True,c,False,False,True,c,False,False,True,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_correct,A_to_B,66,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,66,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,A_to_B,67,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,67,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_wrong,A_to_B,68,False,False,d,False,False,False,d,False,False,False,d,False,False,False,d,False,d,False,False,False,d,False,False,False,d,False,False,False,d,False,False,c,False,False,d,False,True,True,c,False,False,False,d,False
both_wrong,B_to_A,68,False,False,c,False,False,False,c,False,False,False,c,False,False,False,c,False,c,False,False,False,c,False,False,False,c,False,False,False,c,False,False,d,True,True,d,False,True,True,d,False,True,True,d,False
both_correct,A_to_B,69,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,69,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,A_to_B,70,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,70,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,A_to_B,71,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,71,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,A_to_B,72,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,72,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_wrong,A_to_B,73,False,True,c,False,False,True,c,False,False,True,c,False,False,True,c,False,c,False,False,True,c,False,False,True,c,False,False,True,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,B_to_A,73,False,True,c,False,False,True,c,False,False,True,c,False,False,True,c,False,c,False,False,True,c,False,False,True,c,False,False,True,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,A_to_B,74,False,False,d,False,False,False,d,False,False,False,d,False,False,False,d,False,d,False,False,False,d,False,False,False,d,False,False,False,d,False,False,b,True,True,b,False,True,True,b,False,True,True,b,False
both_wrong,B_to_A,74,False,False,b,False,False,False,b,False,False,False,b,False,False,False,b,False,b,False,False,False,b,False,False,False,b,False,False,False,b,False,False,d,True,True,d,False,True,True,d,False,True,True,d,False
correction_opportunity,A_to_B,75,False,False,a,False,False,False,a,False,False,False,a,False,False,False,a,False,a,False,False,False,a,False,False,False,a,False,False,False,a,False,True,b,False,False,a,False,True,True,b,True,True,True,b,True
destruction_risk,B_to_A,75,False,False,b,True,False,False,b,True,False,False,b,True,False,False,b,True,b,True,False,False,b,True,False,False,b,True,False,False,b,True,False,a,False,False,b,True,False,False,b,True,True,True,a,False
both_correct,A_to_B,76,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,76,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,A_to_B,77,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,77,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,A_to_B,78,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,78,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
destruction_risk,A_to_B,79,False,False,a,True,False,False,a,True,False,False,a,True,False,False,a,True,a,True,False,False,a,True,False,False,a,True,False,False,a,True,False,b,False,False,a,True,True,True,b,False,True,True,b,False
correction_opportunity,B_to_A,79,False,False,b,False,False,False,b,False,False,False,b,False,False,False,b,False,b,False,False,False,b,False,False,False,b,False,False,False,b,False,True,a,False,False,b,False,True,True,a,True,True,True,a,True
both_wrong,A_to_B,80,False,False,d,False,False,False,d,False,False,False,d,False,False,False,d,False,d,False,False,False,d,False,False,False,d,False,False,False,d,False,False,c,False,False,d,False,True,True,c,False,True,True,c,False
both_wrong,B_to_A,80,False,False,c,False,False,False,c,False,False,False,c,False,False,False,c,False,c,False,False,False,c,False,False,False,c,False,False,False,c,False,False,d,False,False,c,False,True,True,d,False,True,True,d,False
both_correct,A_to_B,81,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,81,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,A_to_B,82,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,82,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,A_to_B,83,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,83,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_wrong,A_to_B,84,False,True,d,False,False,True,d,False,False,True,d,False,False,True,d,False,d,False,False,True,d,False,False,True,d,False,False,True,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,B_to_A,84,False,True,d,False,False,True,d,False,False,True,d,False,False,True,d,False,d,False,False,True,d,False,False,True,d,False,False,True,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,A_to_B,85,False,False,d,False,False,False,d,False,False,False,d,False,True,False,c,True,d,False,False,False,d,False,False,False,d,False,False,False,d,False,False,b,True,True,b,False,True,True,b,False,True,True,b,False
both_wrong,B_to_A,85,False,False,b,False,False,False,b,False,False,False,b,False,False,False,b,False,b,False,False,False,b,False,False,False,b,False,False,False,b,False,False,d,False,False,b,False,True,True,d,False,True,True,d,False
both_wrong,A_to_B,86,False,True,d,False,False,True,d,False,False,True,d,False,False,True,d,False,d,False,False,True,d,False,False,True,d,False,False,True,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,B_to_A,86,False,True,d,False,False,True,d,False,False,True,d,False,False,True,d,False,d,False,False,True,d,False,False,True,d,False,False,True,d,False,False,d,True,False,b,True,False,True,d,False,False,True,d,False
both_wrong,A_to_B,87,False,True,c,False,False,True,c,False,True,False,d,True,False,True,c,False,c,False,False,True,c,False,False,True,c,False,False,True,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,B_to_A,87,False,True,c,False,False,True,c,False,False,True,c,False,False,True,c,False,c,False,False,True,c,False,False,True,c,False,False,True,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_correct,A_to_B,88,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,88,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
destruction_risk,A_to_B,89,False,False,a,True,False,False,a,True,True,True,d,False,False,False,a,True,a,True,False,False,a,True,False,False,a,True,False,False,a,True,False,d,False,False,a,True,True,True,d,False,False,False,a,True
correction_opportunity,B_to_A,89,False,False,d,False,False,False,d,False,False,False,d,False,False,False,d,False,d,False,False,False,d,False,False,False,d,False,False,False,d,False,True,a,False,False,d,False,True,True,a,True,True,True,a,True
both_correct,A_to_B,90,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,90,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_wrong,A_to_B,91,False,True,a,False,False,True,a,False,False,True,a,False,False,True,a,False,a,False,False,True,a,False,False,True,a,False,False,True,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,B_to_A,91,False,True,a,False,False,True,a,False,False,True,a,False,False,True,a,False,a,False,False,True,a,False,False,True,a,False,False,True,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_correct,A_to_B,92,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,92,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_wrong,A_to_B,93,False,True,c,False,False,True,c,False,False,True,c,False,False,True,c,False,c,False,False,True,c,False,False,True,c,False,False,True,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,B_to_A,93,False,True,c,False,False,True,c,False,False,True,c,False,False,True,c,False,c,False,False,True,c,False,False,True,c,False,False,True,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,A_to_B,94,False,True,b,False,False,True,b,False,False,True,b,False,False,True,b,False,b,False,False,True,b,False,False,True,b,False,False,True,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_wrong,B_to_A,94,False,True,b,False,False,True,b,False,False,True,b,False,False,True,b,False,b,False,False,True,b,False,False,True,b,False,False,True,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_correct,A_to_B,95,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,95,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_wrong,A_to_B,96,False,True,a,False,False,True,a,False,False,True,a,False,False,True,a,False,a,False,False,True,a,False,False,True,a,False,False,True,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_wrong,B_to_A,96,False,True,a,False,False,True,a,False,False,True,a,False,False,True,a,False,a,False,False,True,a,False,False,True,a,False,False,True,a,False,False,a,False,True,a,False,False,True,a,False,False,True,a,False
both_correct,A_to_B,97,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,97,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,A_to_B,98,False,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,98,False,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,A_to_B,99,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,99,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,A_to_B,100,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,100,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,A_to_B,101,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,101,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,A_to_B,102,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,102,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_wrong,A_to_B,103,False,True,b,False,False,True,b,False,False,True,b,False,False,True,b,False,b,False,False,True,b,False,False,True,b,False,False,True,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_wrong,B_to_A,103,False,True,b,False,False,True,b,False,False,True,b,False,False,True,b,False,b,False,False,True,b,False,False,True,b,False,False,True,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_correct,A_to_B,104,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,104,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,A_to_B,105,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,105,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_wrong,A_to_B,106,False,True,d,False,False,True,d,False,False,True,d,False,False,True,d,False,d,False,False,True,d,False,False,True,d,False,False,True,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,B_to_A,106,False,True,d,False,False,True,d,False,False,True,d,False,False,True,d,False,d,False,False,True,d,False,False,True,d,False,False,True,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,A_to_B,107,False,True,b,False,False,True,b,False,False,True,b,False,False,True,b,False,b,False,False,True,b,False,False,True,b,False,False,True,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_wrong,B_to_A,107,False,True,b,False,False,True,b,False,False,True,b,False,False,True,b,False,b,False,False,True,b,False,False,True,b,False,False,True,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_correct,A_to_B,108,False,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,108,False,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_wrong,A_to_B,109,False,True,d,False,False,True,d,False,False,True,d,False,False,True,d,False,d,False,False,True,d,False,False,True,d,False,False,True,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
both_wrong,B_to_A,109,False,True,d,False,False,True,d,False,False,True,d,False,False,True,d,False,d,False,False,True,d,False,False,True,d,False,False,True,d,False,False,d,False,True,d,False,False,True,d,False,False,True,d,False
correction_opportunity,A_to_B,110,False,False,a,False,False,False,a,False,False,False,a,False,False,False,a,False,a,False,False,False,a,False,False,False,a,False,False,False,a,False,True,b,False,False,a,False,True,True,b,True,True,True,b,True
destruction_risk,B_to_A,110,True,True,a,False,False,False,b,True,False,False,b,True,False,False,b,True,b,True,False,False,b,True,False,False,b,True,False,False,b,True,False,a,False,False,b,True,True,True,a,False,True,True,a,False
both_correct,A_to_B,111,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,111,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,A_to_B,112,False,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_correct,B_to_A,112,False,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,d,True,False,True,d,True,False,True,d,True,False,True,d,True,True,d,False,True,d,True,False,True,d,True,False,True,d,True
both_wrong,A_to_B,113,False,True,c,False,False,True,c,False,False,True,c,False,False,True,c,False,c,False,False,True,c,False,False,True,c,False,False,True,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_wrong,B_to_A,113,False,True,c,False,False,True,c,False,False,True,c,False,False,True,c,False,c,False,False,True,c,False,False,True,c,False,False,True,c,False,False,c,False,True,c,False,False,True,c,False,False,True,c,False
both_correct,A_to_B,114,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,114,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,A_to_B,115,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,115,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,A_to_B,116,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,116,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,A_to_B,117,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,117,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
correction_opportunity,A_to_B,118,False,False,d,False,False,False,d,False,False,False,d,False,False,False,d,False,d,False,False,False,d,False,False,False,d,False,False,False,d,False,True,b,True,True,b,True,True,True,b,True,True,True,b,True
destruction_risk,B_to_A,118,False,False,b,True,False,False,b,True,False,False,b,True,False,False,b,True,b,True,False,False,b,True,False,False,b,True,False,False,b,True,False,d,True,True,d,False,True,True,d,False,False,False,b,True
correction_opportunity,A_to_B,119,False,False,a,False,False,False,a,False,False,False,a,False,False,False,a,False,a,False,False,False,a,False,False,False,a,False,False,False,a,False,True,b,False,False,a,False,True,True,b,True,True,True,b,True
destruction_risk,B_to_A,119,False,False,b,True,False,False,b,True,False,False,b,True,False,False,b,True,b,True,False,False,b,True,False,False,b,True,False,False,b,True,False,a,False,False,b,True,True,True,a,False,True,True,a,False
both_correct,A_to_B,120,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,120,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
correction_opportunity,A_to_B,121,False,False,c,False,False,False,c,False,False,False,c,False,False,False,c,False,c,False,False,False,c,False,False,False,c,False,False,False,c,False,True,d,False,False,c,False,True,True,d,True,True,True,d,True
destruction_risk,B_to_A,121,False,False,d,True,False,False,d,True,False,False,d,True,False,False,d,True,d,True,False,False,d,True,False,False,d,True,False,False,d,True,False,c,False,False,d,True,False,False,d,True,False,False,d,True
destruction_risk,A_to_B,122,False,False,a,True,False,False,a,True,False,False,a,True,False,False,a,True,a,True,False,False,a,True,False,False,a,True,False,False,a,True,False,b,True,True,b,False,True,True,b,False,True,True,b,False
correction_opportunity,B_to_A,122,False,False,b,False,False,False,b,False,False,False,b,False,False,False,b,False,b,False,False,False,b,False,False,False,b,False,False,False,b,False,True,a,True,True,a,True,True,True,a,True,True,True,a,True
both_correct,A_to_B,123,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,123,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_wrong,A_to_B,124,False,True,b,False,False,True,b,False,False,True,b,False,False,True,b,False,b,False,False,True,b,False,False,True,b,False,False,True,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_wrong,B_to_A,124,False,True,b,False,False,True,b,False,False,True,b,False,False,True,b,False,b,False,False,True,b,False,False,True,b,False,False,True,b,False,False,b,False,True,b,False,False,True,b,False,False,True,b,False
both_correct,A_to_B,125,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,B_to_A,125,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
both_correct,A_to_B,126,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,126,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
destruction_risk,A_to_B,127,True,True,d,False,True,True,d,False,False,False,c,True,False,False,c,True,c,True,False,False,c,True,False,False,c,True,False,False,c,True,False,d,False,False,c,True,True,True,d,False,True,True,d,False
correction_opportunity,B_to_A,127,False,False,d,False,False,False,d,False,False,False,d,False,False,False,d,False,d,False,False,False,d,False,False,False,d,False,False,False,d,False,True,c,False,False,d,False,True,True,c,True,False,False,d,False
both_correct,A_to_B,128,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,B_to_A,128,False,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,a,True,False,True,a,True,False,True,a,True,False,True,a,True,True,a,False,True,a,True,False,True,a,True,False,True,a,True
both_correct,A_to_B,129,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,B_to_A,129,False,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,b,True,False,True,b,True,False,True,b,True,False,True,b,True,True,b,False,True,b,True,False,True,b,True,False,True,b,True
both_correct,A_to_B,130,False,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,c,True,False,True,c,True,False,True,c,True,False,True,c,True,True,c,False,True,c,True,False,True,c,True,False,True,c,True
