item_id,direction,sender_agent_id,receiver_agent_id,pair_classification,gold,sender_pre_answer,receiver_pre_answer,receiver_post_answer,sender_correct,receiver_pre_correct,receiver_post_correct,answer_changed,followed_sender,revision_seed,prompt_tokens,generation_length,generation_seconds,hit_eos,status,prompt_sha256,receiver_prior_sha256
41,C_to_A,C,A,correction_opportunity,d,d,b,b,True,False,False,False,False,521524505,1018,720,15.780492782592773,True,complete,67d67dac9ff8744f969e19a4f4ecc90ccbf5cb0c5fae8b425e69a0c57df81dec,acec0581f8033774fd076c0c986b86025f1543f3e19ba4f5f0252fd086a5fdd9
41,C_to_B,C,B,correction_opportunity,d,d,b,b,True,False,False,False,False,1910080986,1005,2521,58.25368070602417,True,complete,85d77469326ae5edf878027d835e1397f919624e8cb78e9a44ef25e3377eaabe,d15d80b0b27a4364a62376e42510f5ae987dccd478386cccd2010c7dde2fc7ce
43,A_to_B,A,B,both_wrong,c,a,a,a,False,False,False,False,True,1874894478,958,1108,24.028831005096436,True,complete,526990528cf238416f30bcd790f28674882c9ba9d24284a27dbf1490a16352bc,d67501c28053732d63ff8d11f6073a714a34c168e6921dacc9dc9e065fdd6436
43,A_to_C,A,C,both_wrong,c,a,a,a,False,False,False,False,True,467302491,957,1377,29.874298810958862,True,complete,6c4b112549dae69fe83b62e1700c2f95b3f0e66ee639d7795f89d77b4fd8a4a8,17e15d12ad37623c96f2a878c2ee5692c9ed543a9f09ba0454fdf731a132fc41
43,B_to_A,B,A,both_wrong,c,a,a,a,False,False,False,False,True,632571015,986,1407,31.43585181236267,True,complete,1b19a003a9ad9f803852113e70859dfff10eb97a564450f2451ad64573c583f3,6694c7df03775dc6df6d9a0a7aafdc32eb4e22f865f99dc9ac6456fa202eb865
43,B_to_C,B,C,both_wrong,c,a,a,a,False,False,False,False,True,1106423341,957,1280,28.487553596496582,True,complete,6c4b112549dae69fe83b62e1700c2f95b3f0e66ee639d7795f89d77b4fd8a4a8,17e15d12ad37623c96f2a878c2ee5692c9ed543a9f09ba0454fdf731a132fc41
43,C_to_A,C,A,both_wrong,c,a,a,a,False,False,False,False,True,1376103510,986,1216,27.182960033416748,True,complete,1b19a003a9ad9f803852113e70859dfff10eb97a564450f2451ad64573c583f3,6694c7df03775dc6df6d9a0a7aafdc32eb4e22f865f99dc9ac6456fa202eb865
43,C_to_B,C,B,both_wrong,c,a,a,a,False,False,False,False,True,1394133041,958,1562,34.512330532073975,True,complete,526990528cf238416f30bcd790f28674882c9ba9d24284a27dbf1490a16352bc,d67501c28053732d63ff8d11f6073a714a34c168e6921dacc9dc9e065fdd6436
45,A_to_B,A,B,both_wrong,d,a,b,b,False,False,False,False,False,1383265425,918,1194,26.306394577026367,True,complete,5f465172a09c5c079ef449d10f3f9c8de56e85b949e1a86be02a6bf5b4b0a626,15f852669aa7ae86330fafcfe6b2a15121df63c696380472559ac0994957d071
45,A_to_C,A,C,destruction_risk,d,a,d,d,False,True,True,False,False,1644800164,1004,861,19.127497673034668,True,complete,02f2998f3c004e3e33a79378f55a865c960616774c19ee2ffd66eeb1f370f50f,4b90b4c198f6fb04786095506ba024a6a2e014a275b47bff42bc7f919e5bba62
45,B_to_A,B,A,both_wrong,d,b,a,a,False,False,False,False,False,1986326557,1169,936,20.517539739608765,True,complete,3e62d2f21ef36faf6a15d5a50a400ad268e9dbaa2a8a810e001316a658300e92,ab6aa978a6a675ce70c35013a7a6fe8c9e7dfb989f3ca49ba122781d278aef71
45,B_to_C,B,C,destruction_risk,d,b,d,d,False,True,True,False,False,1113468756,1004,1014,21.91428017616272,True,complete,02f2998f3c004e3e33a79378f55a865c960616774c19ee2ffd66eeb1f370f50f,4b90b4c198f6fb04786095506ba024a6a2e014a275b47bff42bc7f919e5bba62
45,C_to_A,C,A,correction_opportunity,d,d,a,d,True,False,True,True,True,569281475,1169,801,17.87873363494873,True,complete,3e62d2f21ef36faf6a15d5a50a400ad268e9dbaa2a8a810e001316a658300e92,ab6aa978a6a675ce70c35013a7a6fe8c9e7dfb989f3ca49ba122781d278aef71
45,C_to_B,C,B,correction_opportunity,d,d,b,b,True,False,False,False,False,86587401,918,1065,23.241493940353394,True,complete,5f465172a09c5c079ef449d10f3f9c8de56e85b949e1a86be02a6bf5b4b0a626,15f852669aa7ae86330fafcfe6b2a15121df63c696380472559ac0994957d071
46,A_to_B,A,B,both_wrong,d,b,b,b,False,False,False,False,True,1093090695,757,626,13.535281896591187,True,complete,858a8fc571c6c8d5354f181274d4a6fbce9bb463c7a3f0fc8ea2342ecee8004a,40a89f869726b93200d18873bc47f308952a20a941593b3a7edd104b5c624f19
46,A_to_C,A,C,destruction_risk,d,b,d,d,False,True,True,False,False,616434682,1078,698,15.09994101524353,True,complete,0e738cfc53ac025370b1de3e8698abe369c03665db17cace53fcbcb77e13033a,d438c13ecad4773f093ee9988e1656f643fa5642a309151c0a285d2d1a011a8f
46,B_to_A,B,A,both_wrong,d,b,b,b,False,False,False,False,True,1450062482,1093,468,10.356315851211548,True,complete,708c2fb1bb729d0e340b018aca583c6d31f47e9e60b35227eed4f658f8aa1238,98d414c658b43ac050a83165990b57ba8f8840801f08d9f6543fe7adf3a2e14a
46,B_to_C,B,C,destruction_risk,d,b,d,d,False,True,True,False,False,85855953,1078,1664,37.07804608345032,True,complete,0e738cfc53ac025370b1de3e8698abe369c03665db17cace53fcbcb77e13033a,d438c13ecad4773f093ee9988e1656f643fa5642a309151c0a285d2d1a011a8f
46,C_to_A,C,A,correction_opportunity,d,d,b,b,True,False,False,False,False,1114019073,1093,1149,25.076429843902588,True,complete,708c2fb1bb729d0e340b018aca583c6d31f47e9e60b35227eed4f658f8aa1238,98d414c658b43ac050a83165990b57ba8f8840801f08d9f6543fe7adf3a2e14a
46,C_to_B,C,B,correction_opportunity,d,d,b,b,True,False,False,False,False,1429004968,757,1497,32.29501390457153,True,complete,858a8fc571c6c8d5354f181274d4a6fbce9bb463c7a3f0fc8ea2342ecee8004a,40a89f869726b93200d18873bc47f308952a20a941593b3a7edd104b5c624f19
52,A_to_B,A,B,both_wrong,d,a,a,a,False,False,False,False,True,1044317793,895,1586,35.472641944885254,True,complete,f955bc94c597b3bb5abcfb8881e12e7219cf6c47576c1f5f630acbb7e9bcd6e4,3ff5b960b254a316cb5262705993d693e3732e580b1b1bd327058f01fbb431fb
52,A_to_C,A,C,both_wrong,d,a,a,a,False,False,False,False,True,1046905442,1106,936,20.684078693389893,True,complete,19899fc25838cf815dbcac0aa8785cee3711869a4fab8262502d7e77e0afd35e,b2442033ed0dc5ea9c931f6e0d78cd4e510cfd7d0f8829f62d0c86e551290728
52,B_to_A,B,A,both_wrong,d,a,a,a,False,False,False,False,True,147842044,1150,764,17.511162042617798,True,complete,4fd9c132cd0346bfa559021b7112bcf561bda9828ffcda9c0974dbc82d017af0,3a7d535bad5f5ac600c8ffc64ea39a24ee1cb647641f16d65b2d4f5cc6d4ba3f
52,B_to_C,B,C,both_wrong,d,a,a,a,False,False,False,False,True,2019993059,1106,2205,49.52174735069275,True,complete,19899fc25838cf815dbcac0aa8785cee3711869a4fab8262502d7e77e0afd35e,b2442033ed0dc5ea9c931f6e0d78cd4e510cfd7d0f8829f62d0c86e551290728
52,C_to_A,C,A,both_wrong,d,a,a,a,False,False,False,False,True,865197334,1150,1029,22.92536950111389,True,complete,4fd9c132cd0346bfa559021b7112bcf561bda9828ffcda9c0974dbc82d017af0,3a7d535bad5f5ac600c8ffc64ea39a24ee1cb647641f16d65b2d4f5cc6d4ba3f
52,C_to_B,C,B,both_wrong,d,a,a,a,False,False,False,False,True,861695190,895,1526,34.10892701148987,True,complete,f955bc94c597b3bb5abcfb8881e12e7219cf6c47576c1f5f630acbb7e9bcd6e4,3ff5b960b254a316cb5262705993d693e3732e580b1b1bd327058f01fbb431fb
54,A_to_B,A,B,both_wrong,b,d,d,d,False,False,False,False,True,1392559510,1025,339,7.3710668087005615,True,complete,1782284806630f806660dcc84acc20421a2308ad15433237462a6cfbc35d6e62,7c1bdae00f58cf7b8912933bc060917f22d0e2450bf9d32e7499447b7a8f3890
54,A_to_C,A,C,both_wrong,b,d,d,d,False,False,False,False,True,48649821,672,1075,23.206233024597168,True,complete,6735e33075a1b05a5d2c8f71d7090a9f9a54f02d3843b9ca7c9254f6ad6fb4d5,1386a9bba3209b398b50409d46335b7f68d4fe6466f5e142496ce3c57ee3f84d
54,B_to_A,B,A,both_wrong,b,d,d,d,False,False,False,False,True,656376263,983,527,11.268688440322876,True,complete,31972f0424ec52bd57513cd8b56e2bb47522f4cdefcd1918fd929efb5719a0a9,e42357da6782e45baa8195d5ec8473454b49b7b3888d0f5d1aa2c24887776c08
54,B_to_C,B,C,both_wrong,b,d,d,d,False,False,False,False,True,652958984,672,834,18.190691471099854,True,complete,6735e33075a1b05a5d2c8f71d7090a9f9a54f02d3843b9ca7c9254f6ad6fb4d5,1386a9bba3209b398b50409d46335b7f68d4fe6466f5e142496ce3c57ee3f84d
54,C_to_A,C,A,both_wrong,b,d,d,d,False,False,False,False,True,1641174434,983,340,7.63436484336853,True,complete,31972f0424ec52bd57513cd8b56e2bb47522f4cdefcd1918fd929efb5719a0a9,e42357da6782e45baa8195d5ec8473454b49b7b3888d0f5d1aa2c24887776c08
54,C_to_B,C,B,both_wrong,b,d,d,d,False,False,False,False,True,2133012667,1025,418,9.076409339904785,True,complete,1782284806630f806660dcc84acc20421a2308ad15433237462a6cfbc35d6e62,7c1bdae00f58cf7b8912933bc060917f22d0e2450bf9d32e7499447b7a8f3890
55,A_to_B,A,B,both_wrong,d,b,b,b,False,False,False,False,True,1793267493,786,725,15.991578817367554,True,complete,d6817bdf1809e8acf42e31a3bc95fbc54505b5da41a85ad9e8f842e5827fce5b,30f22c3ad90f56280b54f3a68fba69d7110618d69840ef4454a7a0522b166318
55,A_to_C,A,C,destruction_risk,d,b,d,d,False,True,True,False,False,432541918,993,902,20.03197979927063,True,complete,eaaf8f5f121065cfc7c34e881d7117aaa13bd0771d58e131c905e8c38c0e6dd2,028712809aedc6f0563d1f08ff2262812c6a6ca93b42ef9db09805081a9497ca
55,B_to_A,B,A,both_wrong,d,b,b,b,False,False,False,False,True,1941772619,1030,739,15.919033765792847,True,complete,b04281063bf6d86f982b92b416789ddb4358718e62f21a319f17e4a220af7673,788c563e2b66a73c416f2d8ee31bfbff325c8d774585e7ebdda7930a045c2d6d
55,B_to_C,B,C,destruction_risk,d,b,d,b,False,True,False,True,True,123789288,993,1660,35.80063438415527,True,complete,eaaf8f5f121065cfc7c34e881d7117aaa13bd0771d58e131c905e8c38c0e6dd2,028712809aedc6f0563d1f08ff2262812c6a6ca93b42ef9db09805081a9497ca
55,C_to_A,C,A,correction_opportunity,d,d,b,b,True,False,False,False,False,1560276691,1030,1366,29.817527532577515,True,complete,b04281063bf6d86f982b92b416789ddb4358718e62f21a319f17e4a220af7673,788c563e2b66a73c416f2d8ee31bfbff325c8d774585e7ebdda7930a045c2d6d
55,C_to_B,C,B,correction_opportunity,d,d,b,d,True,False,True,True,True,958172625,786,1133,24.499870538711548,True,complete,d6817bdf1809e8acf42e31a3bc95fbc54505b5da41a85ad9e8f842e5827fce5b,30f22c3ad90f56280b54f3a68fba69d7110618d69840ef4454a7a0522b166318
56,A_to_B,A,B,both_wrong,d,a,a,a,False,False,False,False,True,1310739085,800,463,10.158967733383179,True,complete,e45e07980284b8b5d2e1890c338f52af5ef1fe06e50f6d8286a3f514ff031600,33dd70ee7081580c0b11af72417e95de03c2e5275ece1b7eee8ba5f50371ed7c
56,A_to_C,A,C,both_wrong,d,a,b,a,False,False,False,True,True,188031412,1013,2018,45.161985874176025,True,complete,6d9bc42efe7f794242f6ce48bc2808cd6edfdcbbaaa2b5fa77327d495ffbb722,2aa9e25753ea62f80233bd8dc24107dd26e8c092e0354f2652b38026b7914834
56,B_to_A,B,A,both_wrong,d,a,a,a,False,False,False,False,True,1490926901,992,646,13.99411654472351,True,complete,baa333feffb496cd6fad1e4bf081d94680473b5220a757496b04163472ec6b0a,801639d071f8aaa40b296605409610828a04f97e08f03a7989b3461f05c94933
56,B_to_C,B,C,both_wrong,d,a,b,b,False,False,False,False,False,1179075737,1013,1727,39.444910526275635,True,complete,6d9bc42efe7f794242f6ce48bc2808cd6edfdcbbaaa2b5fa77327d495ffbb722,2aa9e25753ea62f80233bd8dc24107dd26e8c092e0354f2652b38026b7914834
56,C_to_A,C,A,both_wrong,d,b,a,a,False,False,False,False,False,1896354923,992,1260,27.257012605667114,True,complete,baa333feffb496cd6fad1e4bf081d94680473b5220a757496b04163472ec6b0a,801639d071f8aaa40b296605409610828a04f97e08f03a7989b3461f05c94933
56,C_to_B,C,B,both_wrong,d,b,a,a,False,False,False,False,False,831600726,800,1147,32.8201367855072,True,complete,e45e07980284b8b5d2e1890c338f52af5ef1fe06e50f6d8286a3f514ff031600,33dd70ee7081580c0b11af72417e95de03c2e5275ece1b7eee8ba5f50371ed7c
60,A_to_B,A,B,both_wrong,d,c,a,c,False,False,False,True,True,1161381733,856,1616,35.66429018974304,True,complete,dbbdc2696ddc314c1e6444c3713a0a734397a9d6fe12a91b5135c63599b49414,1299a5e6e53d47ba19534beeccd85347922729c32fcb626905b13dcfe49d45e9
60,A_to_C,A,C,both_wrong,d,c,a,c,False,False,False,True,True,867102929,1031,800,17.526355028152466,True,complete,2e4a03da67be1c770607ab3ed55c064778edc3274ba403b57933101639d3b5cf,6db8f043402f110d0fbcbd670c931c09d2a70187b108396b428321244cd26754
60,B_to_A,B,A,both_wrong,d,a,c,c,False,False,False,False,False,1635313012,882,1530,34.04791617393494,True,complete,fddd60416e3274a43a2dc9277cd0db03c900208717efc4f9ce259557668344e4,d3bbf74474ed885df67ed9d28b4ac92afd531e4513f95fc5804c370bc5b306d4
60,B_to_C,B,C,both_wrong,d,a,a,a,False,False,False,False,True,1376804915,1031,297,6.8833091259002686,True,complete,2e4a03da67be1c770607ab3ed55c064778edc3274ba403b57933101639d3b5cf,6db8f043402f110d0fbcbd670c931c09d2a70187b108396b428321244cd26754
60,C_to_A,C,A,both_wrong,d,a,c,c,False,False,False,False,False,754516549,882,1557,35.91004395484924,True,complete,fddd60416e3274a43a2dc9277cd0db03c900208717efc4f9ce259557668344e4,d3bbf74474ed885df67ed9d28b4ac92afd531e4513f95fc5804c370bc5b306d4
60,C_to_B,C,B,both_wrong,d,a,a,a,False,False,False,False,True,1127187389,856,434,9.541224718093872,True,complete,dbbdc2696ddc314c1e6444c3713a0a734397a9d6fe12a91b5135c63599b49414,1299a5e6e53d47ba19534beeccd85347922729c32fcb626905b13dcfe49d45e9
65,A_to_B,A,B,both_wrong,b,c,c,c,False,False,False,False,True,1198964484,803,490,10.421552896499634,True,complete,fb6ca6bb0bd1632e7f7bbffd0f7d1cc489a74b2d026a73af705e65792fbb6e09,1e7465a858ab89303b166db1b170ec4f0baa01920b21974b21a3db3dbcc69eb3
65,A_to_C,A,C,both_wrong,b,c,c,c,False,False,False,False,True,276390737,819,591,20.677658557891846,True,complete,63af6c18becbf4a155d3684cba2d553f9a633ae3b1e98d41c69d99b8685d51d3,d685b64874f9eab77d0f5f3f769e1aec9c7d284e2ec1fd6d88240de853828ae3
65,B_to_A,B,A,both_wrong,b,c,c,c,False,False,False,False,True,1179022746,1095,378,8.184898853302002,True,complete,0409f5592bfe2e5598ab535ef367bf74993669f21d5460336c3c90e30f93d4ff,7bea6393b98ebfbc419592c818867bf003e53826bf786a21785d8b69804cab5a
65,B_to_C,B,C,both_wrong,b,c,c,c,False,False,False,False,True,1079760520,819,410,8.813937425613403,True,complete,63af6c18becbf4a155d3684cba2d553f9a633ae3b1e98d41c69d99b8685d51d3,d685b64874f9eab77d0f5f3f769e1aec9c7d284e2ec1fd6d88240de853828ae3
65,C_to_A,C,A,both_wrong,b,c,c,c,False,False,False,False,True,409760290,1095,395,9.320419549942017,True,complete,0409f5592bfe2e5598ab535ef367bf74993669f21d5460336c3c90e30f93d4ff,7bea6393b98ebfbc419592c818867bf003e53826bf786a21785d8b69804cab5a
65,C_to_B,C,B,both_wrong,b,c,c,c,False,False,False,False,True,1586324503,803,744,25.570380926132202,True,complete,fb6ca6bb0bd1632e7f7bbffd0f7d1cc489a74b2d026a73af705e65792fbb6e09,1e7465a858ab89303b166db1b170ec4f0baa01920b21974b21a3db3dbcc69eb3
68,A_to_B,A,B,both_wrong,b,c,c,c,False,False,False,False,True,1879670018,969,628,13.81538701057434,True,complete,73a09544fde3cc0472cbd0518e80dd66203340687502f2b752f6b4eb79a0a1bf,6b2143dad5249c9d79f3c7dd9acafaafcaa0a484841f1589b51bef6cf489a917
68,A_to_C,A,C,both_wrong,b,c,c,c,False,False,False,False,True,1765197600,1009,828,17.17715072631836,True,complete,88e5b68c13e67f640c0a1606d2fc8a8a49c059feecdd86404f2e6caacb0d6cfb,e4385db6efce516183d44a1b64d521105add97e0eb0349c424d3a39112dffff8
68,B_to_A,B,A,both_wrong,b,c,c,c,False,False,False,False,True,1019679268,1005,599,12.922585725784302,True,complete,1fb297332db4e0a0d384ae26713b0db3f6c003bb59692e7bb54ff1bbe299a448,13180d49d93973cc836d23c261befd682c074fb5c89fce9afc22c91800fb2f3d
68,B_to_C,B,C,both_wrong,b,c,c,c,False,False,False,False,True,1066212910,1009,920,28.915125846862793,True,complete,88e5b68c13e67f640c0a1606d2fc8a8a49c059feecdd86404f2e6caacb0d6cfb,e4385db6efce516183d44a1b64d521105add97e0eb0349c424d3a39112dffff8
68,C_to_A,C,A,both_wrong,b,c,c,c,False,False,False,False,True,1081397129,1005,1436,31.8535418510437,True,complete,1fb297332db4e0a0d384ae26713b0db3f6c003bb59692e7bb54ff1bbe299a448,13180d49d93973cc836d23c261befd682c074fb5c89fce9afc22c91800fb2f3d
68,C_to_B,C,B,both_wrong,b,c,c,c,False,False,False,False,True,532923835,969,1291,28.805102825164795,True,complete,73a09544fde3cc0472cbd0518e80dd66203340687502f2b752f6b4eb79a0a1bf,6b2143dad5249c9d79f3c7dd9acafaafcaa0a484841f1589b51bef6cf489a917
71,A_to_B,A,B,destruction_risk,a,d,a,a,False,True,True,False,False,813035698,987,486,10.82444953918457,True,complete,1c4b5be2dd1a857b0c00f33d142b2fc8506788624d41a7c7e96009f5f1118d91,724dc3c0ef4f7766b8bd77a34a311831675d7b66e09b4e73f2125327eb6d5c41
71,A_to_C,A,C,both_wrong,a,d,d,a,False,False,True,True,False,34602433,872,1600,41.295868158340454,True,complete,88a36bca6d60ea9384ae7404fc874e12b29349c44f9bea9ec552fd7abe47e161,9a25ed4cc3e2c2bc9fc3fc7ad69616496c647610a59612c5aeae3b8085fd5023
71,B_to_A,B,A,correction_opportunity,a,a,d,a,True,False,True,True,True,794331284,920,997,22.49006199836731,True,complete,4e8262b389011b8d63c73924c61f63ba6683cf6103431e89b879eae9a77e03e1,faa9b2a72e48d1e310bdf3ef289087b5b6e68df0630409d6e6aec9c96abd6393
71,B_to_C,B,C,correction_opportunity,a,a,d,a,True,False,True,True,True,1713103178,872,521,17.044294595718384,True,complete,88a36bca6d60ea9384ae7404fc874e12b29349c44f9bea9ec552fd7abe47e161,9a25ed4cc3e2c2bc9fc3fc7ad69616496c647610a59612c5aeae3b8085fd5023
71,C_to_A,C,A,both_wrong,a,d,d,d,False,False,False,False,True,109232516,920,412,8.770567893981934,True,complete,4e8262b389011b8d63c73924c61f63ba6683cf6103431e89b879eae9a77e03e1,faa9b2a72e48d1e310bdf3ef289087b5b6e68df0630409d6e6aec9c96abd6393
71,C_to_B,C,B,destruction_risk,a,d,a,a,False,True,True,False,False,1785456285,987,502,18.004456520080566,True,complete,1c4b5be2dd1a857b0c00f33d142b2fc8506788624d41a7c7e96009f5f1118d91,724dc3c0ef4f7766b8bd77a34a311831675d7b66e09b4e73f2125327eb6d5c41
73,A_to_B,A,B,both_wrong,a,c,c,c,False,False,False,False,True,1943172710,904,930,27.977922916412354,True,complete,a54cd9c86c5e5620da209d9acf5842f55471c242117f08f27c72235495e0f895,d04713ff607b037fd51cfb46ab507c619de17f9d6e2a688f8618307ff739d010
73,A_to_C,A,C,both_wrong,a,c,c,c,False,False,False,False,True,433225039,1128,1313,28.836653232574463,True,complete,2d1df9fe77ac0b080dd760efd4ccfa2b023bd871789e440e72b996116e3c5d6d,960205003725a178c916ad8c8383e7dc674f0c56a896949606e5ecedf603b375
73,B_to_A,B,A,both_wrong,a,c,c,c,False,False,False,False,True,89918697,1005,955,20.667999267578125,True,complete,6935a089c34431eeb8e679450e0fec443425c8c2ac83fe03e923c61ddca1b730,d23ce3227ad279d1f99f02ef583541b33be52c93da29d18d50c4b18215daea77
73,B_to_C,B,C,both_wrong,a,c,c,c,False,False,False,False,True,102657029,1128,1224,28.56037211418152,True,complete,2d1df9fe77ac0b080dd760efd4ccfa2b023bd871789e440e72b996116e3c5d6d,960205003725a178c916ad8c8383e7dc674f0c56a896949606e5ecedf603b375
73,C_to_A,C,A,both_wrong,a,c,c,c,False,False,False,False,True,1454921870,1005,1236,27.359538078308105,True,complete,6935a089c34431eeb8e679450e0fec443425c8c2ac83fe03e923c61ddca1b730,d23ce3227ad279d1f99f02ef583541b33be52c93da29d18d50c4b18215daea77
73,C_to_B,C,B,both_wrong,a,c,c,c,False,False,False,False,True,282031169,904,1054,23.476932525634766,True,complete,a54cd9c86c5e5620da209d9acf5842f55471c242117f08f27c72235495e0f895,d04713ff607b037fd51cfb46ab507c619de17f9d6e2a688f8618307ff739d010
74,A_to_B,A,B,both_wrong,a,d,d,d,False,False,False,False,True,122749423,826,619,13.610168933868408,True,complete,5901a644f7a9de099da397a7e669b0d709f8728bb108c40769f669c39d57295a,eab6b3cf54afd712590c77b89c3ad5c1f2e425e78e434e3657db334e6aa6f2bc
74,A_to_C,A,C,both_wrong,a,d,b,b,False,False,False,False,False,1774674850,924,647,14.187098264694214,True,complete,bced66635d35f0f2118cdddd70affc46f57bcaa7142119b1a3d5ea87d07bc4f3,3b6fb2aed98520158234d66b31c0a37182d0858bcaac7baf52859be83ef7d42e
74,B_to_A,B,A,both_wrong,a,d,d,d,False,False,False,False,True,1629010395,696,604,12.96804404258728,True,complete,4f934895fe88d759ce85af44de92d948715e3c4c5967be7b4ba181f102a087e9,818d4e0e4ea5df3d164a7fc6faec5b024d83b1aaf865b22be587ebeb7f8d74af
74,B_to_C,B,C,both_wrong,a,d,b,b,False,False,False,False,False,1672002304,924,503,11.133882999420166,True,complete,bced66635d35f0f2118cdddd70affc46f57bcaa7142119b1a3d5ea87d07bc4f3,3b6fb2aed98520158234d66b31c0a37182d0858bcaac7baf52859be83ef7d42e
74,C_to_A,C,A,both_wrong,a,b,d,b,False,False,False,True,True,97931555,696,545,13.244710445404053,True,complete,4f934895fe88d759ce85af44de92d948715e3c4c5967be7b4ba181f102a087e9,818d4e0e4ea5df3d164a7fc6faec5b024d83b1aaf865b22be587ebeb7f8d74af
74,C_to_B,C,B,both_wrong,a,b,d,b,False,False,False,True,True,446225190,826,1500,33.55087184906006,True,complete,5901a644f7a9de099da397a7e669b0d709f8728bb108c40769f669c39d57295a,eab6b3cf54afd712590c77b89c3ad5c1f2e425e78e434e3657db334e6aa6f2bc
75,A_to_B,A,B,destruction_risk,b,a,b,a,False,True,False,True,True,2056977510,923,979,21.183252096176147,True,complete,d4dcaf5d51fd598dc3be3d9ba5645377ae67ceb7c7bd21ab1648f3fd36a00994,5b9bc28695c3235accbf16e13faf7da5ee3a13d2503633d72204cb7af2e9166a
75,A_to_C,A,C,destruction_risk,b,a,b,a,False,True,False,True,True,1264264271,754,1212,26.32725477218628,True,complete,ee5497a254730d7ce9ecd9887e6b0fbd3e2c9680653d5e5bd45847941aff16bd,936eb3db4dbb3b7dc18c4c61b465679ace5bc337080a014d73f7d1e72c438660
75,B_to_A,B,A,correction_opportunity,b,b,a,a,True,False,False,False,False,70002321,938,1129,23.692805528640747,True,complete,5485646fd866f47f1e160b419c6a21e278d22ac5f5f6a4cae82f3cd6462b2fe2,f2ac4b9765f8c4013c4fba7c7667eebad3653c3ef051c2c544c07122f467259c
75,B_to_C,B,C,both_correct,b,b,b,b,True,True,True,False,True,2114858079,754,597,13.01165246963501,True,complete,ee5497a254730d7ce9ecd9887e6b0fbd3e2c9680653d5e5bd45847941aff16bd,936eb3db4dbb3b7dc18c4c61b465679ace5bc337080a014d73f7d1e72c438660
75,C_to_A,C,A,correction_opportunity,b,b,a,a,True,False,False,False,False,396304925,938,2209,49.698246479034424,True,complete,5485646fd866f47f1e160b419c6a21e278d22ac5f5f6a4cae82f3cd6462b2fe2,f2ac4b9765f8c4013c4fba7c7667eebad3653c3ef051c2c544c07122f467259c
75,C_to_B,C,B,both_correct,b,b,b,b,True,True,True,False,True,1357603628,923,482,10.660533666610718,True,complete,d4dcaf5d51fd598dc3be3d9ba5645377ae67ceb7c7bd21ab1648f3fd36a00994,5b9bc28695c3235accbf16e13faf7da5ee3a13d2503633d72204cb7af2e9166a
79,A_to_B,A,B,correction_opportunity,a,a,b,a,True,False,True,True,True,484754556,819,3188,72.90514349937439,True,complete,b49b916b584a236c1ce691c2f4a7fdc52417d06a0ac40a0726213db7da8d92b5,db1cc507d74f667b77db9a5daa1afba29300e4f4c81438a87eea4dc4a7c44b76
79,A_to_C,A,C,correction_opportunity,a,a,b,a,True,False,True,True,True,455837389,1187,1945,44.187073707580566,True,complete,fc701c281d7c6908ef7ca05b1fff2f5a2fec9d6d90fb4d0ea34122620e84bee0,bd9d7153fc9caa9c9aa2f27b0758e01a0c1c8b2475c0c8906aa271b69e82bc2c
79,B_to_A,B,A,destruction_risk,a,b,a,a,False,True,True,False,False,1318524065,1061,2416,55.92273497581482,True,complete,b38ca421f78e9b5b1d8206371b9d9b4b7645e070421df42f432901a37842ea7b,5be681d7f1f708a4ce568a4f84aab41d82d2022ac69e044abdc2cd045d69d70f
79,B_to_C,B,C,both_wrong,a,b,b,b,False,False,False,False,True,446348476,1187,1449,32.76241993904114,True,complete,fc701c281d7c6908ef7ca05b1fff2f5a2fec9d6d90fb4d0ea34122620e84bee0,bd9d7153fc9caa9c9aa2f27b0758e01a0c1c8b2475c0c8906aa271b69e82bc2c
79,C_to_A,C,A,destruction_risk,a,b,a,b,False,True,False,True,True,515424244,1061,1917,42.96254539489746,True,complete,b38ca421f78e9b5b1d8206371b9d9b4b7645e070421df42f432901a37842ea7b,5be681d7f1f708a4ce568a4f84aab41d82d2022ac69e044abdc2cd045d69d70f
79,C_to_B,C,B,both_wrong,a,b,b,b,False,False,False,False,True,2042923903,819,1419,32.59977340698242,True,complete,b49b916b584a236c1ce691c2f4a7fdc52417d06a0ac40a0726213db7da8d92b5,db1cc507d74f667b77db9a5daa1afba29300e4f4c81438a87eea4dc4a7c44b76
80,A_to_B,A,B,both_wrong,a,d,d,d,False,False,False,False,True,1637317186,1144,461,10.066787242889404,True,complete,3ff1777e498ef9b648c87b2c00dab5bc7cd08b070363fb2c5eb811932900d500,8e6a9b2909e211599e426ff23a18e57630e99e7f73f22e6dfd4018459b7022a0
80,A_to_C,A,C,both_wrong,a,d,d,d,False,False,False,False,True,1155216040,1171,296,6.73969578742981,True,complete,9f1e185dbb5acb7f5d292082d1a33c8995edd91eb084ad835525f6e3958980d2,5aa4a1c11dcf4233020ebfdf8839d391bc210585693a876842724ae89695b8a7
80,B_to_A,B,A,both_wrong,a,d,d,d,False,False,False,False,True,1226265598,962,456,9.838311910629272,True,complete,110ee38ed13f14b98a61d004173af1b2faeb7fb61ecb816e46d570cc9a52c20a,3068b5404fe83c7271923e82fe5a883d728e045e9e5e36a165bcd97118c51c26
